"ts(rawData$bee.change)","ts_x","ts_y","ts_angle"
0,320.349698,209.310842,0.200696642519066
0,317.249308,210.492133,-0.14360965638862
0,314.729549,210.789226,-0.351413706042093
0,312.833111,212.315452,0.229245056680578
0,311.890432,214.920497,0.453885812456269
0,309.197368,213.978523,-0.310530167243154
0,307.442455,214.632525,-0.799299056666014
0,308.126416,215.761574,0.234758524500681
0,308.134572,216.940531,0.781758295836702
0,306.147447,218.876096,-0.516553066073
0,305.720093,218.955886,0.364330535443339
0,304.634293,220.438958,0.333505017053548
0,304.294789,222.039962,0.718345429693636
0,302.642964,222.058807,-0.0900479999999999
0,301.9707,222.036407,-0.088012
0,300.338434,222.750032,-0.155832
0,299.628134,223.436746,-0.035479
0,296.152368,223.619104,-0.152134
0,293.763843,222.218574,-0.362251
0,293.372179,221.442175,1.7158012218267
0,294.814086,220.447699,0.369558413707529
0,293.770535,221.435901,0.442476881058155
0,296.563523,222.370348,0.0122522513949885
0,295.416057,221.590986,0.214014828333126
0,291.946219,221.835231,-0.606384645743394
1,290.728629,219.90403,0.363495703012686
0,292.666315,220.73808,-0.0587099999999996
0,292.415253,220.232766,-0.173063
0,296.361191,218.734468,-0.0700250000000002
0,294.085129,217.086689,-0.247496
0,293.687067,218.443569,0.0563720000000005
0,297.363298,222.579481,0.219453
0,297.218985,220.941839,-1.279387
0,297.549086,221.526298,1.023527
0,296.95213,216.466334,0.00828399999999974
0,299.701188,219.112961,0.205643
0,300.715202,217.882272,0.178997
0,301.590106,215.225934,-0.0879629999999993
0,302.770975,220.959248,0.0151909999999997
0,301.337892,216.282366,0.143301
0,304.79192,220.560922,0.0216269999999996
0,300.455677,217.648179,-0.465413
0,299.847107,220.130389,0.183786
0,300.184816,215.603082,-0.165753
0,302.947675,216.950956,0.0788529999999996
0,305.808435,218.423477,0.127334
0,302.50933,215.807657,-0.206058
0,303.474188,222.231303,0.17159
0,304.727231,217.991656,0.0425499999999994
0,307.733381,218.22158,0.119661
0,309.215086,214.04495,-0.117632
0,306.919613,215.165404,-0.0720359999999998
0,308.449664,218.349613,0.0690629999999999
0,308.957079,214.052227,-0.114108
0,313.180997,216.377372,0.803604999999999
0,312.168085,212.633012,-0.711715999999999
0,314.369693,213.844976,0.480219999999999
0,313.671128,212.319014,-0.615432
0,315.85961,215.37364,0.0945860000000005
0,318.788767,211.676196,-0.14958
0,316.347788,212.29979,0.110375
0,319.28698,215.835513,1.35136031628275
0,315.108732,218.125954,-0.527958063363468
0,318.150743,218.081289,-0.796414252919277
0,317.088056,218.065684,0.637887629022309
0,317.993717,221.317217,-0.675150629022309
0,317.225642,222.211352,0.329115859149839
0,316.895576,221.604253,0.0905870723282458
0,318.522027,221.83203,0.360038281839955
0,317.777197,219.468674,-0.307854386073243
0,322.548225,221.881705,-0.935446128590939
0,322.406585,217.533968,0.565234790985607
0,327.571065,216.747333,-0.558460489639465
0,323.550528,215.839483,1.0102224118189
0,327.215984,214.606945,-0.522918411818897
0,326.313042,211.592673,0.75135
0,328.285434,211.592167,0.460035
0,331.081666,212.465101,-0.64020703017508
0,334.499631,214.41937,-0.362473881170517
0,333.892343,211.918455,0.702930092148424
0,333.218438,209.294239,-1.08684366276768
0,335.620281,211.0614,1.04031687287731
0,338.878187,211.092302,-1.43882950851834
0,338.201457,210.67014,0.267150215699789
0,338.767553,209.258177,0.0898809629937958
0,337.671073,206.943153,0.237146802155766
0,340.809158,204.93419,-0.656448516833258
0,341.093434,202.183768,0.0519959999999999
0,342.225109,201.449006,0.137841
0,342.937503,200.319849,0.133606
0,347.366916,197.040441,-0.0312380000000001
0,347.865221,194.885854,0.355699
0,347.696109,194.307398,-0.0481879999999997
0,348.385707,192.496326,0.117519
0,349.164248,191.550523,-0.102257
1,349.773984,190.878077,-0.421271193732844
0,347.374524,186.908895,-0.8652246313993
0,344.019792,187.822796,-0.811628476126256
0,342.654258,188.191139,0.3415463471083
0,340.957002,188.685431,0.526950531880757
0,341.236275,187.980456,0.206234418096556
0,340.440537,185.422305,0.270408752478938
0,339.763562,182.249089,-0.571286735238721
0,339.452506,179.432762,-0.114472695525679
0,335.807538,176.235052,-0.270646949304
0,330.266163,172.939044,-0.916199309908575
0,329.351321,172.884651,-0.475686711918969
0,329.211994,171.728312,0.0609580000000003
0,329.304145,171.241248,0.0657619999999999
0,328.447412,172.176923,0.148949
0,328.009156,171.923998,0.0447159999999998
0,325.40749,172.159847,0.128856
